sampleTime,x,y,th,th1,th2,th3,th4,th5,th1m,th2m,th3m,th4m,th5m
223,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.46,-5.88,0.28,1.57
224,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.47,-5.88,0.28,1.57
225,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.47,-5.88,0.28,1.57
226,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.46,-5.89,0.29,1.57
227,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.45,-5.92,0.3,1.57
228,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.43,-5.95,0.31,1.57
229,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.43,-5.96,0.32,1.57
230,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.97,0.33,1.57
231,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
232,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
233,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
234,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
235,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
236,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
237,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
238,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
239,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
240,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
241,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
242,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
243,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
244,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
245,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
246,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
247,-0.99,-0.62,-0.01,-1.57,-1.27,-6.28,0.49,1.57,-1.57,-1.42,-5.98,0.33,1.57
248,-0.99,-0.62,-0.01,-1.57,-1.3,-6.23,0.46,1.57,-1.57,-1.42,-5.98,0.33,1.57
249,-0.99,-0.62,-0.01,-1.57,-1.32,-6.18,0.43,1.57,-1.57,-1.42,-5.98,0.33,1.57
250,-0.99,-0.62,-0.01,-1.56,-1.33,-6.16,0.42,1.57,-1.57,-1.42,-5.98,0.33,1.57
,,,,th1,th2,th3,th4,th5,th1m,th2m,th3m,th4m,th5m
